Clave,Nombre,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/
4005,Hecelchakán,29,0,0,0,13,4262,13,2,2,5721,18,15,19,0,0,0,31,0,0,0,13,4262,13,2,2,5952,17,15,19,0,0,0,33,0,0,0,13,4980,13,2,2,6244,17,19,16,0,0,0,33,0,0,0,13,4980,13,2,2,6399,17,19,16,0,0,0,33,0,0,0,13,5354,13,2,2,6519,14,ND,ND,0,0,0,33,0,0,0,13,5402,13,2,2,7198,24,ND,ND,0,0,0
4006,Hopelchén,47,0,0,0,34,6258,36,2,2,6925,60,8,0,0,0,0,48,0,0,0,34,6382,36,2,2,8191,72,8,0,0,0,0,48,0,0,0,34,6823,36,3,3,8566,72,8,0,0,0,0,48,0,0,0,34,6823,36,3,3,10726,72,10,1,0,0,0,50,0,0,0,37,6926,36,3,3,10974,66,ND,ND,0,0,0,51,0,0,0,37,7026,37,3,3,11069,62,9,0,0,0,0
4007,Palizada,110,1,20,0,11,1338,22,1,1,ND,ND,4,3,0,0,0,119,1,20,0,20,1388,25,1,1,ND,ND,4,3,0,0,0,119,1,20,0,20,1388,25,1,1,ND,ND,4,3,0,0,0,119,1,20,0,20,1388,25,1,1,ND,86,4,3,0,0,0,119,1,20,0,22,1279,13,1,1,ND,ND,ND,ND,0,0,0,119,1,13,NS,22,1279,13,1,1,ND,ND,4,3,0,0,0
4008,Tenabo,15,0,0,0,8,1985,9,2,2,1892,14,8,8,0,0,0,16,0,0,0,8,1985,9,2,2,1993,16,8,8,0,0,0,16,0,0,0,8,2157,9,2,2,2260,16,14,16,0,0,0,16,0,0,0,8,2157,9,2,2,2119,16,14,13,0,0,0,17,0,0,0,8,2174,9,2,2,2193,16,ND,ND,0,0,0,17,0,0,0,8,2594,9,2,2,2502,7,15,13,0,0,0
4009,Escárcega,57,0,0,0,45,11281,45,2,2,11902,107,14,2,0,0,0,56,0,0,0,44,11477,44,2,2,12414,124,14,2,0,0,0,57,0,0,0,44,11728,44,2,2,12293,124,14,2,0,0,0,57,0,0,0,44,11728,44,2,2,17963,124,14,2,0,0,0,56,0,0,0,43,12416,43,2,2,17993,123,ND,ND,0,0,0,56,0,0,0,43,12748,43,2,2,18498,117,44,2,0,0,0
4010,Calakmul,36,2,25,0,24,1572,79,1,1,2694,82,6,0,0,0,0,39,1,25,0,27,2421,79,1,1,2840,99,6,0,0,0,0,39,1,25,0,55,3885,79,1,1,3219,99,13,0,0,0,0,39,1,25,0,56,3885,79,1,1,4052,99,13,0,0,0,0,40,0,0,0,56,4384,55,1,1,4535,97,ND,ND,0,0,0,40,0,0,0,56,4384,55,1,1,4526,159,13,0,0,0,0
4011,Candelaria,79,0,0,0,74,6841,74,1,1,5935,268,14,28,0,0,0,82,0,0,0,77,7150,77,1,1,7367,254,14,31,0,0,0,84,0,0,0,79,7478,79,1,1,8892,254,16,31,0,0,0,84,0,0,0,79,7478,79,1,1,11354,254,20,31,0,0,0,88,0,0,0,83,7644,83,1,1,11360,261,ND,ND,0,0,0,92,0,0,0,85,8312,85,1,1,11110,101,20,31,0,0,0
4996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,Abasolo,3,1,0,0,ND,517,2,ND,ND,ND,ND,ND,ND,0,0,0,2,2,0,0,ND,588,2,ND,ND,ND,ND,ND,ND,0,0,0,2,2,0,0,ND,595,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,2,0,0,1,623,2,0,0,ND,ND,ND,ND,0,0,0,1,2,0,0,1,629,2,0,0,ND,ND,ND,ND,0,0,ND,2,2,0,0,1,623,2,0,0,0,0,0,0,0,0,0
5002,Acuña,2,3,740,19,ND,35222,1,ND,1,ND,ND,ND,ND,6325,3887,837,2,3,740,19,ND,38047,1,ND,1,ND,ND,ND,ND,6325,3887,837,2,3,740,19,ND,37529,ND,ND,ND,ND,ND,ND,ND,6683,4040,522,2,3,740,19,1,44519,1,1,1,ND,ND,ND,ND,6683,4040,1254,2,3,740,19,1,44519,1,1,1,ND,ND,ND,ND,6683,4040,1254,2,3,740,19,1,39353,1,1,1,0,0,0,0,6683,4040,648
5003,Allende,4,1,125,4,ND,6336,1,ND,1,ND,ND,ND,ND,0,0,0,4,2,145,5,ND,6735,1,ND,1,ND,ND,ND,ND,0,0,0,4,2,145,5,ND,6898,ND,ND,ND,ND,ND,ND,ND,0,0,0,5,2,145,5,1,7083,1,1,1,ND,ND,ND,ND,0,0,0,6,2,145,5,1,7087,1,1,1,ND,ND,ND,ND,0,0,ND,6,2,145,5,1,7020,1,1,1,0,0,0,0,0,0,0
5004,Arteaga,1,0,0,0,ND,1901,2,ND,2,ND,ND,ND,ND,0,0,0,1,1,0,0,ND,2007,2,ND,2,ND,ND,ND,ND,0,0,0,1,1,0,0,ND,2272,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,1,0,0,1,2386,2,1,2,ND,ND,ND,ND,0,0,0,2,1,0,0,1,2415,2,1,2,ND,ND,ND,ND,0,0,ND,3,1,0,0,1,2453,2,1,2,0,0,0,0,0,0,0
5005,Candela,1,1,0,0,ND,681,1,ND,1,ND,ND,ND,ND,0,0,0,2,1,0,0,ND,695,1,ND,1,ND,ND,ND,ND,0,0,0,2,1,0,0,ND,704,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,1,0,0,1,728,1,1,1,ND,ND,ND,ND,0,0,0,2,1,0,0,1,741,1,1,1,ND,ND,ND,ND,0,0,ND,2,1,0,0,1,735,1,1,1,0,0,0,0,0,0,0
5006,Castaños,5,0,0,0,ND,4836,1,ND,1,ND,ND,ND,ND,0,0,0,6,0,0,0,ND,5733,8,ND,4,ND,ND,ND,ND,0,0,0,6,1,0,0,ND,5858,ND,ND,ND,ND,ND,ND,ND,0,0,0,7,1,0,0,1,6582,8,1,8,ND,ND,ND,ND,0,0,0,3,1,0,0,1,6865,9,1,1,ND,ND,ND,ND,0,0,ND,7,1,0,0,1,6438,1,1,1,0,0,0,0,0,0,0
5007,Cuatro Ciénegas,2,0,0,0,ND,3118,1,ND,1,ND,ND,ND,ND,0,0,0,1,1,0,0,ND,3168,1,ND,1,ND,ND,ND,ND,0,0,0,1,1,0,0,ND,3303,ND,ND,ND,ND,ND,ND,ND,0,0,0,1,1,0,0,1,3380,1,1,1,ND,ND,ND,ND,0,0,0,1,1,0,0,1,3474,1,1,1,ND,ND,ND,ND,0,0,ND,1,1,0,0,1,3458,1,1,1,0,0,0,0,0,0,0
5008,Escobedo,1,1,0,0,ND,510,2,ND,ND,ND,ND,ND,ND,0,0,0,5,2,1,0,ND,780,2,ND,ND,ND,ND,ND,ND,0,0,0,3,2,1,0,ND,601,ND,ND,ND,ND,ND,ND,ND,0,0,0,5,2,1,0,1,650,4,0,0,ND,ND,ND,ND,0,0,0,5,2,1,0,1,850,5,0,0,ND,ND,ND,ND,0,0,ND,5,2,1,0,1,1052,5,0,0,0,0,0,0,0,0,0
5009,Francisco I. Madero,7,0,0,0,ND,14702,58,ND,1,ND,ND,ND,ND,0,0,0,7,0,0,0,ND,15155,58,ND,1,ND,ND,ND,ND,0,0,0,4,1,0,0,ND,15423,ND,ND,ND,ND,ND,ND,ND,0,0,0,6,1,0,0,1,15591,60,1,3,ND,ND,ND,ND,0,0,0,7,1,0,0,1,15917,60,1,3,ND,ND,ND,ND,0,0,ND,6,1,0,0,1,16051,60,1,3,0,0,0,0,0,0,0
5010,Frontera,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,5,1,0,0,0,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,13,0,0,0,0,2,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,General Cepeda,5,0,0,0,ND,1414,1,ND,1,ND,ND,ND,ND,21,17,4,5,0,0,0,ND,1446,1,ND,1,ND,ND,ND,ND,21,17,2,9,1,0,0,ND,1449,ND,ND,ND,ND,ND,ND,ND,21,17,5,8,1,0,0,1,1680,1,1,1,ND,ND,ND,ND,21,17,6,8,1,0,0,1,1710,1,1,1,ND,ND,ND,ND,21,17,17,8,1,0,0,1,1510,1,1,1,0,0,0,0,21,17,14
5012,Guerrero,6,1,0,0,ND,716,5,ND,ND,ND,ND,ND,ND,0,0,0,6,1,0,0,ND,658,5,ND,ND,ND,ND,3,1,0,0,0,6,1,0,0,ND,433,ND,ND,ND,ND,ND,ND,ND,0,0,0,7,1,0,0,1,684,5,1,1,ND,ND,ND,ND,0,0,0,7,1,0,0,1,702,5,1,1,ND,ND,ND,ND,0,0,ND,3,1,0,0,1,418,5,1,1,0,0,0,0,0,0,0
5013,Hidalgo,1,1,36,1,ND,574,2,ND,ND,ND,ND,ND,ND,0,0,0,2,1,36,1,ND,600,2,ND,1,ND,ND,ND,ND,0,0,0,2,1,36,1,ND,575,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,1,36,1,1,692,2,1,1,ND,ND,ND,ND,0,0,0,2,1,36,1,1,546,2,1,1,ND,ND,ND,ND,0,0,ND,2,1,36,1,1,567,2,1,1,0,0,0,0,0,0,0
5014,Jiménez,6,1,15,0,ND,1100,3,ND,ND,ND,ND,ND,ND,91,81,19,6,2,27,1,ND,1100,3,ND,ND,ND,ND,ND,ND,91,81,62,6,2,27,1,ND,1104,ND,ND,ND,ND,ND,ND,ND,93,83,43,5,2,27,1,1,1118,3,0,0,ND,ND,ND,ND,93,83,168,5,2,27,1,1,1130,3,0,0,ND,ND,ND,ND,93,83,106,6,2,27,1,1,1298,3,0,0,0,0,0,0,93,83,20
5015,Juárez,1,4,5,0,ND,339,1,ND,ND,ND,ND,ND,ND,1385,1322,401,6,4,5,0,ND,465,4,ND,ND,ND,ND,3,3,1385,1322,225,6,4,5,0,ND,704,ND,ND,ND,ND,ND,ND,ND,1322,1322,71,6,4,5,0,1,716,6,0,0,ND,ND,ND,ND,1322,1322,151,6,4,5,0,1,739,6,0,0,ND,ND,ND,ND,1322,1322,208,2,4,5,0,1,746,6,0,0,0,0,0,0,1322,1322,151
5016,Lamadrid,2,0,0,0,ND,753,1,ND,ND,ND,ND,ND,ND,0,0,0,1,0,0,0,ND,941,1,ND,ND,ND,ND,ND,ND,0,0,0,1,0,0,0,ND,1004,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,0,0,0,1,1057,1,0,0,ND,ND,ND,ND,0,0,0,2,ND,ND,ND,1,1095,1,0,0,ND,ND,ND,ND,0,0,ND,2,0,0,0,1,1054,1,0,0,0,0,0,0,0,0,0
5017,Matamoros,8,0,0,0,ND,19951,55,ND,7,ND,ND,ND,ND,0,0,0,9,0,0,0,ND,20624,55,ND,18,ND,ND,ND,ND,0,0,0,7,0,0,0,ND,20668,ND,ND,ND,ND,ND,ND,ND,0,0,0,10,0,0,0,3,21568,55,3,9,ND,ND,ND,ND,0,0,0,6,ND,ND,ND,2,17478,16,2,8,ND,ND,ND,ND,0,0,ND,10,0,0,0,1,17478,16,2,13,0,0,0,0,0,0,0
5018,Monclova,21,0,0,0,ND,69071,2,ND,2,ND,ND,ND,ND,2,2,1,21,0,0,0,ND,71607,2,ND,2,ND,ND,ND,ND,2,2,1,20,0,0,0,ND,74520,ND,ND,ND,ND,ND,ND,ND,2,2,2,27,0,0,0,1,76768,2,1,2,ND,ND,ND,ND,2,2,1,27,ND,ND,ND,1,78644,2,1,2,ND,ND,ND,ND,2,2,0,27,0,0,0,1,78206,2,1,2,ND,ND,0,0,2,2,1
5019,Morelos,4,0,0,0,ND,2159,2,ND,2,ND,ND,ND,ND,0,0,0,3,0,0,0,ND,2225,2,ND,1,ND,ND,ND,ND,0,0,0,3,0,0,0,ND,2270,ND,ND,ND,ND,ND,ND,ND,0,0,0,4,0,0,0,1,2322,2,1,1,ND,ND,ND,ND,0,0,0,4,ND,ND,ND,1,2494,2,1,2,ND,ND,ND,ND,0,0,ND,4,0,0,0,1,2421,2,1,2,0,0,0,0,0,0,0
5020,Múzquiz,3,0,0,0,ND,9880,1,ND,1,ND,ND,ND,ND,0,0,0,4,0,0,0,ND,9536,1,ND,1,ND,ND,ND,ND,0,0,0,4,0,0,0,ND,9735,ND,ND,ND,ND,ND,ND,ND,0,0,0,1,0,0,0,1,10074,1,1,1,ND,ND,ND,ND,0,0,0,1,ND,ND,ND,1,10280,1,1,1,ND,ND,ND,ND,0,0,ND,3,0,0,0,1,10237,1,1,1,0,0,0,0,0,0,0
5021,Nadadores,3,0,0,0,ND,1300,1,ND,1,ND,ND,ND,ND,0,0,0,3,0,0,0,ND,1364,1,ND,1,ND,ND,ND,ND,0,0,0,4,1,0,0,ND,1405,ND,ND,ND,ND,ND,ND,ND,0,0,0,4,1,0,0,1,1460,1,1,1,ND,ND,ND,ND,0,0,0,5,1,0,0,1,1584,1,1,1,ND,ND,ND,ND,0,0,ND,5,1,0,0,1,1500,1,1,1,0,0,0,0,0,0,0
5022,Nava,19,1,100,3,ND,6832,5,ND,1,ND,ND,ND,ND,0,0,0,13,1,100,3,ND,7118,5,ND,1,ND,ND,ND,ND,0,0,0,13,1,100,3,ND,4408,ND,ND,ND,ND,ND,ND,ND,0,0,0,15,1,100,3,1,8064,1,1,1,ND,ND,ND,ND,0,0,0,15,1,100,3,1,8110,1,1,1,ND,ND,ND,ND,0,0,ND,15,1,100,3,1,8064,1,1,1,0,0,0,0,0,0,0
5023,Ocampo,1,1,0,0,ND,950,2,ND,1,ND,ND,ND,ND,64,62,1,2,3,1,0,ND,1200,2,ND,1,ND,ND,ND,ND,64,62,0,1,7,1,0,ND,1200,ND,ND,ND,ND,ND,ND,ND,64,62,1,2,7,1,0,1,1200,1,1,1,ND,ND,ND,ND,64,62,1,2,7,1,0,1,1209,1,1,1,ND,ND,ND,ND,64,62,1,2,7,1,0,1,1123,1,1,1,0,0,0,0,64,62,2
5024,Parras,3,0,0,0,ND,9993,1,ND,1,ND,ND,ND,ND,10,8,2,3,0,0,0,ND,10663,1,ND,1,ND,ND,6,30,10,8,1,3,2,0,0,ND,10814,ND,ND,ND,ND,ND,ND,ND,10,8,8,4,2,0,0,1,10848,1,1,1,ND,ND,ND,ND,10,8,3,3,2,0,0,1,11623,1,1,1,ND,ND,ND,ND,10,8,1,3,2,0,0,1,11699,1,1,1,0,0,0,0,10,8,3
5025,Piedras Negras,2,2,1000,28,ND,36766,3,ND,3,ND,ND,ND,ND,0,0,0,3,2,1000,20,ND,43126,3,ND,3,ND,ND,ND,ND,0,0,0,3,2,1000,19,ND,40961,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,2,1000,19,1,42472,1,1,1,ND,ND,ND,ND,0,0,0,3,2,1000,20,1,42860,1,1,1,ND,ND,ND,ND,0,0,ND,3,2,1000,19,1,45597,1,1,1,ND,ND,0,0,0,0,0
5026,Progreso,3,1,0,0,ND,805,3,ND,ND,ND,ND,ND,ND,0,0,0,2,1,0,0,ND,369,3,ND,ND,ND,ND,ND,ND,0,0,0,2,1,0,0,ND,372,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,1,0,0,1,375,1,0,0,ND,ND,ND,ND,0,0,0,2,1,0,0,1,379,1,0,0,ND,ND,ND,ND,0,0,ND,2,1,0,0,1,372,1,0,0,0,0,0,0,0,0,0
5027,Ramos Arizpe,13,8,1,0,ND,14992,1,ND,1,ND,ND,17,63,25,22,7,16,8,1,0,ND,15796,1,ND,1,ND,ND,ND,ND,25,23,6,28,8,1,0,ND,17413,ND,ND,ND,ND,ND,ND,ND,25,23,5,18,8,1,0,1,19093,1,1,1,ND,ND,ND,ND,25,23,5,18,8,1,0,1,20757,1,1,1,ND,ND,ND,ND,25,23,6,22,8,1,0,1,21758,1,1,1,0,0,0,0,25,23,8
5028,Sabinas,7,0,0,0,ND,32271,12,ND,7,ND,ND,ND,ND,0,0,0,10,0,0,0,ND,39801,13,ND,8,ND,ND,ND,ND,0,0,0,3,0,0,0,ND,40372,ND,ND,ND,ND,ND,ND,ND,0,0,0,10,0,0,0,2,41288,21,2,13,ND,ND,ND,ND,0,0,0,10,ND,ND,ND,2,42520,17,2,11,ND,ND,ND,ND,0,0,ND,17,0,0,0,2,43784,15,2,15,ND,ND,0,0,0,0,0
5029,Sacramento,3,0,0,0,ND,706,1,ND,ND,ND,ND,ND,ND,0,0,0,3,0,0,0,ND,1304,1,ND,ND,ND,ND,ND,ND,0,0,0,3,0,0,0,ND,698,ND,ND,ND,ND,ND,ND,ND,0,0,0,3,0,0,0,1,1605,1,0,0,ND,ND,ND,ND,0,0,0,3,ND,ND,ND,1,1610,1,0,0,ND,ND,ND,ND,0,0,ND,3,0,0,0,1,850,1,0,0,0,0,0,0,0,0,0
5030,Saltillo,78,7,1,0,ND,164315,7,ND,1,ND,ND,ND,ND,0,0,0,82,12,2,0,ND,172134,7,ND,1,ND,ND,ND,ND,0,0,0,89,12,2,0,ND,177394,ND,ND,ND,ND,ND,ND,ND,0,0,0,87,12,2,0,1,184009,1,1,1,ND,ND,ND,ND,0,0,0,87,12,2,0,1,190603,1,1,1,ND,ND,ND,ND,0,0,ND,87,12,2,0,1,191948,1,1,1,ND,ND,0,0,0,0,0
5031,San Buenaventura,2,2,0,0,ND,5944,1,ND,1,ND,ND,ND,ND,0,0,0,2,2,0,0,ND,6035,1,ND,1,ND,ND,ND,ND,0,0,0,2,2,0,0,ND,6116,ND,ND,ND,ND,ND,ND,ND,0,0,0,5,2,0,0,1,6364,1,1,1,ND,ND,ND,ND,0,0,0,4,2,0,0,1,6518,1,1,1,ND,ND,ND,ND,0,0,ND,4,2,0,0,1,6592,1,1,1,0,0,0,0,0,0,0
5032,San Juan de Sabinas,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,15,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,ND,0,0,0,ND,ND,ND,0,0,ND,ND,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,San Pedro,3,0,0,0,ND,20709,67,ND,5,ND,ND,ND,ND,0,0,0,4,0,0,0,ND,20899,63,ND,5,ND,ND,14,1,0,0,0,5,0,0,0,ND,21341,ND,ND,ND,ND,ND,ND,ND,0,0,0,5,0,0,0,1,21989,66,0,0,ND,ND,ND,ND,0,0,0,4,ND,ND,ND,1,22012,65,1,5,ND,ND,ND,ND,0,0,ND,5,0,0,0,1,22012,66,1,5,0,0,0,0,0,0,0
5034,Sierra Mojada,4,2,0,0,ND,499,2,ND,ND,ND,ND,ND,ND,1,1,0,4,2,0,0,ND,529,2,ND,ND,ND,ND,ND,ND,1,1,0,4,3,1,0,ND,501,ND,ND,ND,ND,ND,ND,ND,1,1,0,2,3,1,0,1,518,2,0,0,ND,ND,ND,ND,1,1,0,2,3,1,0,1,533,2,0,0,ND,ND,ND,ND,1,1,0,2,3,1,0,1,570,2,0,0,0,0,0,0,1,1,0
5035,Torreón,73,0,0,0,ND,182685,78,ND,51,ND,ND,27,243,0,0,0,75,0,0,0,ND,190752,55,ND,32,ND,ND,ND,ND,0,0,0,69,0,0,0,ND,195024,ND,ND,ND,ND,ND,ND,ND,0,0,0,77,0,0,0,2,202093,79,2,37,ND,ND,ND,ND,0,0,0,88,ND,ND,ND,2,213395,80,2,66,ND,ND,ND,ND,0,0,ND,104,0,0,0,2,240493,127,2,76,ND,ND,0,0,0,0,0
5036,Viesca,2,1,0,0,ND,1410,12,ND,1,ND,ND,ND,ND,0,0,0,1,2,0,0,ND,1472,12,ND,1,ND,ND,ND,ND,0,0,0,1,2,0,0,ND,1452,ND,ND,ND,ND,ND,ND,ND,0,0,0,3,2,0,0,1,2214,16,1,4,ND,ND,ND,ND,0,0,0,3,2,0,0,1,2351,16,1,4,ND,ND,ND,ND,0,0,ND,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,Villa Unión,1,0,0,0,ND,1992,9,ND,ND,ND,ND,ND,ND,3,3,0,1,0,0,0,ND,2077,9,ND,1,ND,ND,ND,ND,3,3,0,1,0,0,0,ND,2085,ND,ND,ND,ND,ND,ND,ND,3,3,0,1,0,0,0,1,2158,1,0,0,ND,ND,ND,ND,3,3,0,1,ND,ND,ND,1,2194,1,0,0,ND,ND,ND,ND,3,3,0,1,0,0,0,1,2240,1,0,0,0,0,0,0,3,3,0
5038,Zaragoza,8,0,0,0,ND,3407,1,ND,1,ND,ND,ND,ND,0,0,0,8,0,0,0,ND,3551,1,ND,1,ND,ND,ND,ND,0,0,0,8,0,0,0,ND,3489,ND,ND,ND,ND,ND,ND,ND,0,0,0,8,0,0,0,1,3515,1,1,1,ND,ND,ND,ND,0,0,0,13,ND,ND,ND,1,3360,1,1,1,ND,ND,ND,ND,0,0,ND,11,0,0,0,1,3575,1,1,1,0,0,0,0,0,0,0
5996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,Armería,15,0,0,0,11,8721,11,3,3,9478,10,14,11,0,0,0,20,0,0,0,11,8906,9,3,3,9795,10,14,11,0,0,0,15,0,0,0,10,9367,11,3,3,10072,10,15,15,0,0,0,15,0,0,0,10,9492,11,3,3,10256,10,15,15,0,0,0,15,0,0,0,10,9663,11,4,4,10461,10,15,15,0,0,0,15,0,0,0,10,9952,11,4,4,10789,10,13,7,0,0,0
6002,Colima,60,0,0,0,23,57785,27,17,17,52987,30,40,41,0,0,82,59,0,0,0,23,57952,27,18,17,54939,30,41,41,0,0,87,60,0,0,0,23,60423,27,18,18,56757,30,43,51,0,0,82,60,0,0,0,23,61764,27,18,18,58585,31,54,52,0,0,91,59,0,0,0,23,63374,27,18,18,60031,30,60,55,0,0,75,65,0,0,0,23,64652,27,18,18,61554,30,84,35,0,0,82
6003,Comala,29,0,0,0,22,5561,22,9,9,6010,19,15,5,0,0,0,30,0,0,0,21,5605,18,8,7,6223,19,5,15,0,0,0,28,0,0,0,21,5605,21,8,8,6385,19,5,15,0,0,0,28,0,0,0,21,5738,21,8,8,6576,19,6,16,0,0,0,28,0,0,0,21,6172,22,8,8,6790,19,8,14,0,0,0,ND,0,0,0,ND,ND,ND,ND,ND,6987,19,8,15,0,0,0
